lake hazel,-116.2941 43.5741|-116.306205 43.542482|-116.296828 43.542969|-116.304455 43.534746
bown crossing,-116.162942 43.571802|-116.136732 43.561225|-116.142654 43.574017|-116.143631 43.573092|-116.15983 43.575094|-116.191 43.5885|-116.16364 43.575043|-116.136335 43.562287|-116.166515 43.566524|-116.180849 43.595187|-116.135294 43.562186|-116.162821 43.574101|-116.143556 43.573458|-116.163469 43.573746|-116.159825 43.575006
meridian village,-116.306012 43.639616|-116.360879 43.585303|-116.348133 43.613708|-116.347267 43.616129|-116.3419 43.634
back park,-116.2052 43.6322|-116.210439 43.633171|-116.209568 43.635516|-116.199902 43.62584|-116.199689 43.630671|-116.194031 43.625731|-116.191779 43.624651|-116.198616 43.635283
rose hill st,-116.4306 43.6498|-116.230309 43.600688|-116.191053 43.587668|-116.291902 43.615868
ann morrison park,-116.223807 43.606577|-116.212732 43.60903|-116.212702 43.609176|-116.214355 43.608314|-116.21398 43.60897|-116.213538 43.603312|-116.211903 43.606549
aspen,-116.191 43.5885|-116.205525 43.613957|-116.205551 43.614403|-116.205933 43.614283|-116.308706 43.680756
glenwood,-116.291227 43.67737|-116.2524 43.6601|-116.284595 43.677698|-116.274662 43.670727|-116.26874 43.66992
state st,-116.228278 43.630913|-116.343585 43.694236|-116.425813 43.692089|-116.2797 43.7318|-116.362 43.7069|-116.348262 43.694237|-116.349614 43.69433|-116.22825 43.635609|-116.224552 43.634714|-116.216742 43.627414|-116.415896 43.705577
east end,-116.185566 43.603481|-116.180192 43.609299|-116.177287 43.60782|-116.159479 43.610752|-116.178252 43.606288|-116.171184 43.602258
curtis,-116.263096 43.617794|-116.268497 43.615177|-116.258639 43.615733|-116.250275 43.602285|-116.249776 43.621853
fruitland,-116.93353 44.079536|-116.933532 44.079387|-116.996387 43.877929|-116.9143 44.0027|-116.9238 44.033802|-116.7 43.6627|-116.913573 44.02547|-116.945283 44.019974|-117.009373 44.037751|-116.704425 44.07776|-116.916544 44.008834
meridian,-116.511769 43.590525|-116.343071 43.61437|-116.409073 43.591084|-116.4306 43.6498|-116.348476 43.629801|-116.45168 43.613025|-116.396896 43.646153|-116.424003 43.610006|-116.346499 43.66134|-116.342018 43.6154|-116.370449 43.656819|-116.42493 43.61332|-116.360879 43.585303|-116.347267 43.616129|-116.398886 43.626957|-116.406723 43.640183|-116.455881 43.63186|-116.409309 43.600237|-116.331258 43.624536|-116.3819 43.487|-116.371822 43.590291|-116.384891 43.610964|-116.291227 43.67737|-116.362102 43.585287|-116.36249 43.597246|-116.404427 43.487871|-116.360643 43.585955|-116.360235 43.586157|-116.412678 43.660669|-116.392422 43.62452|-116.278923 43.56039|-116.334449 43.619439|-116.3975 43.615|-116.392336 43.625607|-116.326354 43.627518|-116.365471 43.577127|-116.29136 43.594898|-116.393127 43.626411|-116.424246 43.610473|-116.407871 43.632845|-116.295637 43.659947|-116.360815 43.584712|-116.397185 43.574002|-116.349421 43.61377|-116.205551 43.614403|-116.326418 43.547335|-116.358055 43.631447|-116.372938 43.60364|-116.396917 43.646026|-116.374469 43.561193|-116.3419 43.634|-116.295545 43.623304|-116.33109 43.613897|-116.384847 43.623759|-116.382031 43.587544|-116.242769 43.63142|-116.410604 43.594338|-116.431732 43.614267|-116.357317 43.581254|-116.330258 43.619936|-116.367283 43.598908|-116.385011 43.629054|-116.2797 43.7318|-116.450518 43.625373|-116.327737 43.638502|-116.377489 43.633787|-116.388613 43.626306|-116.386757 43.615464|-116.395586 43.570628|-116.2052 43.6322|-116.448011 43.617543|-116.419158 43.612201|-116.414083 43.627013|-116.414587 43.528793|-116.290712 43.599725|-116.21097 43.5951|-116.403293 43.611074|-116.408028 43.60422|-116.306205 43.618198|-116.39873 43.645858|-116.401701 43.611053|-116.379204 43.574049|-116.403157 43.610147|-116.5131 43.633963|-116.360664 43.605893|-116.406562 43.623287|-116.402201 43.611054|-116.375685 43.587665|-116.40667 43.638933|-116.390276 43.653839|-116.323133 43.632143|-116.425786 43.626844|-116.413386 43.599523|-116.358604 43.585365|-116.379596 43.627093|-116.377774 43.625653|-116.418192 43.64519|-116.391006 43.654646|-116.403094 43.604656|-116.243471 43.596227|-116.419716 43.65831|-116.2951 43.633|-116.379236 43.574359|-116.274211 43.560787|-116.425589 43.629963|-116.404953 43.620745|-116.429149 43.631553|-116.411304 43.623231|-116.41124 43.6232|-116.403168 43.489571|-116.241682 43.613537|-116.411262 43.623153|-116.401297 43.611052|-116.314573 43.580839|-116.383002 43.651479|-116.32138 43.598542|-116.390215 43.607968|-116.2941 43.5741|-116.292515 43.591582
payette,-116.93353 44.079536|-116.933532 44.079387|-116.9188 44.077489|-116.922948 44.074856|-116.93367 44.087893|-116.909784 44.131132|-116.931374 44.073758|-116.945283 44.019974|-117.009373 44.037751|-116.930634 44.067514|-116.934296 44.084646|-116.929713 44.08626
fairview,-116.2951 43.633|-116.4306 43.6498|-116.307557 43.61506|-116.269897 43.614243|-116.258639 43.615733|-116.334449 43.619439|-116.3975 43.615|-116.269534 43.623479|-116.253454 43.61904|-116.312239 43.616418|-116.3419 43.634|-116.297189 43.626215|-116.279941 43.622532|-116.314306 43.619479|-116.315882 43.618617|-116.261152 43.619177|-116.2941 43.5741|-116.259937 43.625252|-116.309242 43.619448|-116.299164 43.62926|-116.306205 43.618198|-116.318457 43.613752|-116.314935 43.626085|-116.406562 43.623287|-116.381158 43.621096|-116.382748 43.615991|-116.264484 43.620985|-116.249776 43.621853|-116.280112 43.622407|-116.292515 43.591582
pierce park,-116.26849 43.66988|-116.266637 43.67453|-116.267924 43.648738|-116.268139 43.665512
municipal park,-116.184626 43.604961|-116.188223 43.606452|-116.184503 43.604712|-116.18969 43.607074|-116.188754 43.606702|-116.180549 43.604293|-116.185566 43.603481
downtown boise,-116.1649 43.6023|-116.409073 43.591084|-116.223807 43.606577|-116.2052 43.6322|-116.36249 43.597246|-116.360643 43.585955|-116.360235 43.586157|-116.188754 43.606702|-116.201569 43.615795|-116.2191 43.5851|-116.142654 43.574017|-116.14972 43.553932|-116.191 43.5885|-116.21155 43.576231|-116.206448 43.612761|-116.360815 43.584712|-116.2941 43.5741|-116.205551 43.614403|-116.205525 43.613957|-116.21148 43.621939|-116.367283 43.598908|-116.251745 43.650827|-116.266862 43.61417|-116.288571 43.665497|-116.202521 43.625172|-116.211598 43.576367|-116.140251 43.62365|-116.26874 43.66992|-116.143556 43.573458|-116.195633 43.618617|-116.198887 43.624842|-116.226211 43.580173|-116.292515 43.591582
boise river,-116.257261 43.650733|-116.176234 43.610842|-116.188793 43.60271|-116.312183 43.68093|-116.281877 43.660572|-116.2052 43.6322|-116.176424 43.593172|-116.148602 43.580829|-116.172186 43.591213|-116.188754 43.606702|-116.142654 43.574017|-116.143631 43.573092|-116.199902 43.62584|-116.283078 43.659661|-116.291721 43.659319|-116.2524 43.6601|-116.191 43.5885|-116.262045 43.645439|-116.205525 43.613957|-116.205869 43.614205|-116.208777 43.622862|-116.218352 43.623641|-116.180592 43.608612|-116.1649 43.6023|-116.214011 43.625336|-116.195658 43.615072|-116.281378 43.664705|-116.140163 43.553379|-116.251745 43.650827|-116.150272 43.555173|-116.212732 43.60903|-116.151581 43.577282|-116.295819 43.66011|-116.186912 43.604122|-116.175034 43.605287|-116.199844 43.598205|-116.288571 43.665497|-116.141017 43.552006|-116.151237 43.577282|-116.143041 43.542949|-116.180549 43.604293|-116.156603 43.561229|-116.20356 43.598408|-116.227361 43.628198|-116.206068 43.600683|-116.253077 43.635114|-116.229258 43.627067|-116.178252 43.606288|-116.143556 43.573458|-116.175656 43.586235|-116.177193 43.612894|-116.188952 43.602632|-116.163469 43.573746|-116.264851 43.647291|-116.219065 43.624675
star,-116.49318 43.692001|-116.42493 43.61332|-116.499603 43.696797|-116.484932 43.697687|-116.4967 43.7013|-116.482565 43.696766
the boise co-op,-116.198906 43.622539|-116.199195 43.622485|-116.2052 43.6322|-116.199264 43.624933
boise airport,-116.181142 43.610794|-116.2191 43.5851|-116.213642 43.584697|-116.219065 43.624675
manitou,-116.191 43.5885|-116.198597 43.598416|-116.198608 43.593248|-116.199207 43.598415
the boise co,-116.197564 43.622149|-116.195762 43.619441|-116.2524 43.6601|-116.196084 43.622881|-116.195698 43.619456
camel's back park,-116.2052 43.6322|-116.207188 43.634156|-116.199902 43.62584|-116.199689 43.630671|-116.194031 43.625731|-116.205807 43.631106
northend,-116.21452 43.644234|-116.203347 43.632887|-116.2052 43.6322|-116.1987 43.631068|-116.183231 43.582182|-116.209573 43.63464
highlands,-116.198359 43.649367|-116.2052 43.6322|-116.191621 43.648296|-116.194602 43.651188
morrison park,-116.2052 43.6322|-116.213823 43.608999|-116.286764 43.612975|-116.213352 43.607809|-116.255951 43.584743|-116.243583 43.578904|-116.227745 43.603951
boise bench,-116.246091 43.597133|-116.231918 43.5968|-116.23827 43.610368|-116.1649 43.6023|-116.221108 43.582536|-116.2191 43.5851|-116.232905 43.587494|-116.18974 43.598843|-116.222649 43.597891|-116.25999 43.620013|-116.241639 43.606002|-116.237158 43.600056|-116.2951 43.633|-116.227322 43.583659|-116.222563 43.592871|-116.238441 43.606126|-116.221108 43.5825|-116.226211 43.580173|-116.246982 43.601776
bristol heights,-116.356115 43.66129|-116.517735 43.618089|-116.3419 43.634|-116.361475 43.661101|-116.358433 43.659086
warm springs,-116.1649 43.6023|-116.184626 43.604961|-116.184711 43.612652|-116.184503 43.604712|-116.188617 43.609793|-116.180192 43.609299|-116.171215 43.602475|-116.194329 43.61128|-116.186857 43.612527
lake lowell,-116.668376 43.531779|-116.601892 43.546246|-116.661973 43.63623|-116.648369 43.559123
cloverdale,-116.334449 43.619439|-116.3975 43.615|-116.3419 43.634|-116.331997 43.586213|-116.297078 43.637607|-116.2941 43.5741|-116.332816 43.655468
overland road,-116.36249 43.597246|-116.360643 43.585955|-116.360235 43.586157|-116.360815 43.584712|-116.358604 43.585365
boise greenbelt,-116.184961 43.595615|-116.2052 43.6322|-116.18969 43.607074|-116.188754 43.606702|-116.246136 43.621423|-116.20574 43.614019|-116.151581 43.577282|-116.151237 43.577282|-116.212702 43.609176|-116.184956 43.59001
overland,-116.409073 43.591084|-116.2191 43.5851|-116.2941 43.5741|-116.360879 43.585303|-116.455881 43.63186|-116.253547 43.595695|-116.213656 43.586242|-116.350257 43.578355|-116.270357 43.593675|-116.3975 43.615|-116.361952 43.585287|-116.331997 43.586213|-116.226103 43.58782|-116.214918 43.587115|-116.375685 43.587665|-116.395512 43.613211
boise state university,-116.184961 43.595615|-116.188793 43.60271|-116.196487 43.598419|-116.2191 43.5851|-116.21093 43.602163|-116.212731 43.612959|-116.2052 43.6322|-116.191 43.5885|-116.1649 43.6023|-116.18969 43.607074|-116.188754 43.606702|-116.199659 43.57529|-116.212702 43.609176|-116.211714 43.60428|-116.181142 43.610794|-116.202343 43.597134|-116.18787 43.597064|-116.180192 43.609299|-116.175034 43.605287|-116.204807 43.598032|-116.199844 43.598205|-116.141017 43.552006|-116.256123 43.618074|-116.206105 43.602467|-116.203912 43.597388|-116.211903 43.606549|-116.162821 43.574101|-116.229258 43.627067
kleiner park,-116.348476 43.629801|-116.347267 43.616129|-116.33109 43.613897|-116.33886 43.629036|-116.364613 43.623899|-116.377774 43.625653|-116.3975 43.615
bsu campus,-116.191 43.5885|-116.18974 43.598843|-116.196131 43.598419|-116.212702 43.609176|-116.175656 43.586235
the boise greenbelt,-116.2797 43.7318|-116.2052 43.6322|-116.188754 43.606702|-116.212702 43.609176
maple grove,-116.181142 43.610794|-116.295433 43.61346|-116.2951 43.633|-116.2941 43.5741|-116.281714 43.63017|-116.296828 43.542969|-116.206448 43.612761|-116.292008 43.590261|-116.297189 43.626215|-116.30199 43.585367|-116.281571 43.621941|-116.149311 43.58842|-116.3975 43.615|-116.536 43.5937|-116.304174 43.648491|-116.4306 43.6498|-116.189046 43.584261|-116.305416 43.641098|-116.304455 43.534746|-116.288862 43.615111
greenhurst,-116.567177 43.551493|-116.561165 43.551106|-116.61 43.525|-116.549277 43.547257
emerald,-116.181142 43.610794|-116.226597 43.608239|-116.269897 43.614243|-116.228528 43.608379|-116.227745 43.603951
southeast boise,-116.191 43.5885|-116.194875 43.593305|-116.172257 43.568813|-116.198609 43.592935|-116.191061 43.58622|-116.162821 43.574101|-116.184956 43.59001|-116.163469 43.573746
broadway,-116.1649 43.6023|-116.185712 43.582066|-116.191 43.5885|-116.192586 43.610245|-116.208612 43.593007|-116.189713 43.59833|-116.184756 43.592979|-116.188532 43.586122|-116.184956 43.59001|-116.178252 43.606288|-116.189537 43.587683
eagle rd,-116.34308 43.637187|-116.348133 43.613708|-116.347267 43.616129|-116.398886 43.626957|-116.358427 43.645632|-116.307557 43.61506|-116.361952 43.585303|-116.354773 43.628882|-116.339073 43.64163|-116.361662 43.654283|-116.3975 43.615|-116.361952 43.585287|-116.330258 43.619936|-116.327737 43.638502|-116.336459 43.703028|-116.306205 43.618198|-116.357317 43.630236
college of idaho,-116.680347 43.657856|-116.680956 43.652519|-116.6765 43.656633|-116.679925 43.656315|-116.680834 43.656586
north end,-116.194031 43.626855|-116.228278 43.630913|-116.20442 43.629506|-116.218329 43.637601|-116.203079 43.632363|-116.214688 43.642217|-116.205268 43.644225|-116.210439 43.633171|-116.207188 43.634156|-116.190569 43.632845|-116.223035 43.642473|-116.218078 43.630562|-116.209568 43.635516|-116.199902 43.62584|-116.21331 43.633772|-116.188896 43.632596|-116.219727 43.640791|-116.2052 43.6322|-116.203347 43.632887|-116.205053 43.644274|-116.197569 43.62582|-116.222928 43.633916|-116.227023 43.638399|-116.20574 43.623526|-116.205807 43.631106|-116.197568 43.623049|-116.219729 43.62065|-116.227112 43.650563|-116.221855 43.634786|-116.206302 43.62388|-116.22063 43.63042|-116.199195 43.622485|-116.198616 43.635283|-116.222481 43.625418|-116.219769 43.63644|-116.227028 43.636482|-116.220944 43.644458|-116.213318 43.6408|-116.229258 43.627067|-116.203492 43.636668|-116.190472 43.628041|-116.198887 43.624842|-116.197929 43.631711|-116.195204 43.627666|-116.203058 43.632441|-116.218352 43.628507|-116.194035 43.624837
south boise,-116.2191 43.5851|-116.750776 43.708009|-116.30199 43.585367|-116.212623 43.57716|-116.2941 43.5741
state street,-116.257261 43.650733|-116.2524 43.6601|-116.291227 43.67737|-116.425204 43.625787|-116.1809 43.9229|-116.21148 43.621939|-116.284595 43.677698|-116.362 43.7069|-116.221855 43.634786|-116.479712 43.691087|-116.41727 43.697231|-116.308706 43.680756|-116.224552 43.634714|-116.268933 43.670169|-116.240631 43.643626|-116.216742 43.627414
north boise,-116.226204 43.630292|-116.211673 43.622036|-116.2052 43.6322|-116.202135 43.616038|-116.201867 43.615914
eagle road,-116.36249 43.597246|-116.360643 43.585955|-116.360235 43.586157|-116.365471 43.577127|-116.360815 43.584712|-116.33109 43.613897|-116.4306 43.6498|-116.36236 43.651805|-116.3419 43.634|-116.358433 43.659086|-116.358604 43.585365|-116.339844 43.647442
midland,-116.593151 43.596786|-116.603678 43.580436|-116.590607 43.594089|-116.588678 43.579843|-116.598431 43.573783
downtown eagle,-116.328928 43.707299|-116.351264 43.694946|-116.348262 43.694237|-116.349614 43.69433
eagle,-116.362 43.7069|-116.379155 43.715474|-116.348476 43.629801|-116.310874 43.680468|-116.346499 43.66134|-116.42493 43.61332|-116.315432 43.726204|-116.377745 43.674126|-116.348133 43.613708|-116.347267 43.616129|-116.398886 43.626957|-116.358427 43.645632|-116.343585 43.694236|-116.30805 43.677013|-116.307557 43.61506|-116.291227 43.67737|-116.362102 43.585287|-116.36249 43.597246|-116.360643 43.585955|-116.360579 43.692654|-116.425813 43.692089|-116.338246 43.709061|-116.295637 43.659947|-116.350257 43.578355|-116.360815 43.584712|-116.479441 43.735664|-116.413321 43.699|-116.328928 43.707299|-116.33109 43.613897|-116.33749 43.69208|-116.351264 43.694946|-116.348718 43.699417|-116.4306 43.6498|-116.2797 43.7318|-116.354429 43.648398|-116.352425 43.704057|-116.35148 43.645485|-116.340322 43.693433|-116.348262 43.694237|-116.349614 43.69433|-116.336459 43.703028|-116.359985 43.652979|-116.315689 43.709455|-116.310913 43.68044|-116.306205 43.618198|-116.317492 43.714137|-116.224552 43.634714|-116.358132 43.696828|-116.3419 43.634|-116.396597 43.72085|-116.241682 43.613537|-116.319955 43.71002|-116.415896 43.705577
downtown nampa,-116.5848 43.5834|-116.61 43.525|-116.367283 43.598908|-116.550239 43.580108|-116.571235 43.586141
nampa,-116.511769 43.590525|-116.531607 43.555699|-116.5848 43.5834|-116.597266 43.5735|-116.558574 43.561295|-116.536 43.5937|-116.530244 43.549221|-116.214844 43.595911|-116.651886 43.640329|-116.569506 43.537377|-116.574622 43.53862|-116.567177 43.551493|-116.516795 43.594461|-116.505594 43.502967|-116.561165 43.551106|-116.42493 43.61332|-116.590734 43.578494|-116.593151 43.596786|-116.600819 43.523908|-116.397572 43.617064|-116.52868 43.612308|-116.307557 43.61506|-116.592799 43.55435|-116.60953 43.640206|-116.266851 43.570799|-116.584854 43.531936|-116.3975 43.615|-116.542668 43.564269|-116.521759 43.531866|-116.594542 43.559131|-116.619487 43.614909|-116.3977 43.616971|-116.575906 43.551954|-116.7 43.6627|-116.61 43.525|-116.593576 43.559785|-116.681985 43.687118|-116.392422 43.62452|-116.326354 43.627518|-116.564673 43.547627|-116.597257 43.595871|-116.21546 43.624753|-116.250892 43.659838|-116.555431 43.574449|-116.548814 43.575137|-116.532798 43.570317|-116.283078 43.659661|-116.620045 43.614753|-116.620259 43.613895|-116.212732 43.60903|-116.572751 43.560378|-116.21155 43.576231|-116.661313 43.646329|-116.561581 43.569757|-116.587 43.588846|-116.599188 43.548501|-116.569877 43.568576|-116.564341 43.574049|-116.557946 43.591177|-116.2191 43.5851|-116.554213 43.57495|-116.578621 43.545671|-116.620131 43.371471|-116.520224 43.611689|-116.569746 43.56029|-116.570724 43.550741|-116.554084 43.574966|-116.693988 43.664674|-116.367283 43.598908|-116.542941 43.578069|-116.18476 43.595614|-116.261137 43.621785|-116.56595 43.578606|-116.813507 43.671876|-116.570306 43.567985|-116.559515 43.572912|-116.527948 43.531096|-116.698078 43.648853|-116.556203 43.581341|-116.550239 43.580108|-116.672171 43.61261|-116.533012 43.586729|-116.558416 43.548674|-116.367767 43.62466|-116.559816 43.574233|-116.56149 43.563232|-116.590991 43.568359|-116.198606 43.597085|-116.217855 43.602207|-116.590867 43.583219|-116.558876 43.58598|-116.197286 43.632627|-116.336459 43.703028|-116.248283 43.670345|-116.569609 43.542082|-116.604667 43.583725|-116.547462 43.582501|-116.871171 43.397032|-116.4927 43.9089|-116.2729 43.6038|-116.545701 43.559417|-116.542911 43.571123|-116.263204 43.618213|-116.561458 43.56985|-116.5131 43.633963|-116.606108 43.565428|-116.601892 43.546246|-116.798741 43.542031|-116.603678 43.580436|-116.68346 43.619814|-116.549137 43.58248|-116.402201 43.611054|-116.546177 43.562621|-116.587493 43.578743|-116.564126 43.573396|-116.559448 43.582256|-116.564335 43.559377|-116.579887 43.548832|-116.607448 43.570649|-116.57799 43.547722|-116.540256 43.615211|-116.590559 43.589195|-116.578181 43.584976|-116.590607 43.594089|-116.284554 43.598|-116.571235 43.586141|-116.674182 43.671969|-116.4967 43.7013|-116.38274 43.638709|-116.549277 43.547257|-116.363862 43.658485|-116.554724 43.575107|-116.587944 43.566959|-116.613522 43.610632|-116.621439 43.611771|-116.516842 43.594562|-116.543025 43.545408|-116.578045 43.58693|-116.567906 43.568664|-116.565763 43.568531|-116.556405 43.575107|-116.401297 43.611052|-116.552878 43.550602|-116.527442 43.627878|-116.562898 43.560229|-116.694202 43.604044|-116.521447 43.551718|-116.598431 43.573783|-116.566745 43.570363
boise high,-116.207027 43.634864|-116.199689 43.630671|-116.205365 43.639823|-116.2052 43.6322|-116.195204 43.627666
cwi,-116.619487 43.614909|-116.620045 43.614753|-116.620259 43.613895|-116.536 43.5937|-116.516842 43.594562
downtown,-116.202145 43.617016|-116.177877 43.596549|-116.2941 43.5741|-116.284618 43.597938|-116.222363 43.590653|-116.174782 43.607049|-116.196119 43.594581|-116.202521 43.625172|-116.284554 43.598|-116.224192 43.623634
capitol,-116.197564 43.622149|-116.195762 43.619441|-116.199689 43.630671|-116.197082 43.612986|-116.195658 43.615072|-116.198481 43.615367|-116.201569 43.615795|-116.140251 43.62365|-116.226211 43.580173|-116.195698 43.619456
luxury lane,-116.36249 43.597246|-116.360643 43.585955|-116.360235 43.586157|-116.360815 43.584712
overland rd,-116.362102 43.585287|-116.361952 43.585303|-116.371822 43.590291|-116.2941 43.5741
locust grove,-116.370449 43.656819|-116.361952 43.585303|-116.372938 43.60364|-116.374469 43.561193|-116.377489 43.633787|-116.381158 43.621096|-116.375685 43.587665|-116.4306 43.6498|-116.376972 43.652721
west boise,-116.323285 43.631447|-116.326271 43.638175|-116.298995 43.657549|-116.3419 43.634|-116.266851 43.570799|-116.312413 43.633922|-116.339846 43.64842|-116.263504 43.614702|-116.30199 43.585367|-116.255951 43.609917|-116.30681 43.631511|-116.299164 43.62926|-116.2951 43.633|-116.308041 43.624067|-116.287558 43.63168|-116.32138 43.598542|-116.280595 43.635434|-116.279652 43.635418
faith landing,-116.622963 43.619798|-116.622963 43.621289|-116.623821 43.622283|-116.623778 43.622376|-116.750776 43.708009
winco,-116.306012 43.639616|-116.285928 43.749905|-116.205654 43.614112|-116.273332 43.620543|-116.367283 43.598908|-116.184236 43.611636|-116.2524 43.6601|-116.188359 43.585334|-116.2951 43.633
caldwell blvd,-116.3975 43.615|-116.587 43.588846|-116.5848 43.5834|-116.7 43.6627|-116.590607 43.594089
boise co-op,-116.195762 43.619441|-116.2052 43.6322|-116.198852 43.631323|-116.195698 43.619456
timberline,-116.178896 43.570084|-116.136335 43.562287|-116.166515 43.566524|-116.183231 43.582182|-116.191 43.5885|-116.156603 43.561229|-116.135294 43.562186|-116.175458 43.58291
capital,-116.205273 43.639746|-116.205525 43.613957|-116.202135 43.616038|-116.201867 43.615914|-116.213314 43.631187
lakeview,-116.192241 43.598423|-116.443899 43.620404|-116.4306 43.6498|-116.438979 43.624452|-116.450518 43.625373|-116.244 43.4599|-116.611358 43.577099|-116.44398 43.628459
boise town square,-116.2951 43.633|-116.284618 43.597938|-116.266862 43.61417|-116.284554 43.598
centennial high school,-116.3419 43.634|-116.320207 43.624967|-116.339844 43.647442|-116.32138 43.598542
